StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q8,Q1,Q2,Q3,Q4,Q5,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q19,Q45,Q20,Q21,Q22,Q23,Q24,Q25,Q27,Q28,Q29,Q30,Q31,Q33,Q35,Q36,Q37,Q38
11/8/20 18:56,11/8/20 19:01,IP Address,75.28.17.188,100,312,TRUE,11/8/20 19:01,R_VPdcwvWTlVzKO5j,,,,,33.19760132,-96.61779785,anonymous,EN,I have used Online grocery shopping before,42,Female,Master's degree,"$50,000 - $100,000",Employed full time,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree
11/8/20 20:37,11/8/20 20:37,IP Address,98.6.85.146,100,35,TRUE,11/8/20 20:37,R_2QgIPzlvbLX81tH,,,,,32.82609558,-96.83450317,anonymous,EN,I have not used Online grocery shopping before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/20 20:36,11/8/20 20:39,IP Address,74.65.239.206,100,163,TRUE,11/8/20 20:39,R_3JhhTUxPZZeypXd,,,,,40.57389832,-73.84100342,anonymous,EN,I have not used Online grocery shopping before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/20 20:53,11/8/20 20:53,IP Address,68.14.82.233,100,46,TRUE,11/8/20 20:53,R_1PdRhFcqk7vJ0bv,,,,,41.88600159,-71.34570313,anonymous,EN,I have not used Online grocery shopping before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/20 20:54,11/8/20 20:59,IP Address,68.14.82.233,100,343,TRUE,11/8/20 20:59,R_2TzYp7LspLYsy2s,,,,,41.88600159,-71.34570313,anonymous,EN,I have used Online grocery shopping before,30,Male,High school graduate,"$25,000 - $50,000",Employed full time,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
11/8/20 23:44,11/8/20 23:45,IP Address,174.225.136.8,100,30,TRUE,11/8/20 23:45,R_x5yqcuJLkkVlsJP,,,,,40.7256012,-74.15940094,anonymous,EN,I have not used Online grocery shopping before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/20 1:36,11/9/20 1:40,IP Address,172.58.139.92,100,246,TRUE,11/9/20 1:40,R_2434PFTD3Wgxou6,,,,,41.69630432,-87.6576004,anonymous,EN,I have not used Online grocery shopping before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/20 6:26,11/9/20 6:26,IP Address,70.233.175.28,100,11,TRUE,11/9/20 6:26,R_3QQx4E4aklkf8Il,,,,,30.12939453,-95.42379761,anonymous,EN,I have not used Online grocery shopping before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/20 13:29,11/9/20 13:38,IP Address,172.58.187.91,100,510,TRUE,11/9/20 13:38,R_29dhPj1Zf0sT5zD,,,,,38.83149719,-77.11990356,anonymous,EN,I have used Online grocery shopping before,36,Male,Professional degree,"$50,000 - $100,000",Student,Agree,Strongly agree,Agree,Somewhat agree,Disagree,Neither agree nor disagree,Agree,Agree,Strongly agree,Agree,Agree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Agree,Agree,Somewhat disagree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Neither agree nor disagree
11/9/20 15:17,11/9/20 15:17,IP Address,108.202.217.236,100,33,TRUE,11/9/20 15:17,R_UuM78bJVOHs8Z9L,,,,,32.88760376,-97.21320343,anonymous,EN,I have not used Online grocery shopping before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/20 15:55,11/9/20 15:58,IP Address,98.156.217.129,100,180,TRUE,11/9/20 15:58,R_1QKFyqdRIshfh8N,,,,,32.91029358,-96.728302,anonymous,EN,I have not used Online grocery shopping before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/20 16:23,11/9/20 16:26,IP Address,50.122.37.194,100,186,TRUE,11/9/20 16:26,R_27dOTzb4iRoWrsF,,,,,40.74499512,-88.51650238,anonymous,EN,I have not used Online grocery shopping before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/20 16:27,11/9/20 16:37,IP Address,50.122.37.194,100,630,TRUE,11/9/20 16:37,R_3iPdiEMujzQD6GM,,,,,40.74499512,-88.51650238,anonymous,EN,I have used Online grocery shopping before,41,Male,Master's degree,"Less than $25,000",Student,Strongly disagree,Strongly agree,Agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree
11/9/20 16:52,11/9/20 16:52,IP Address,141.239.198.82,100,16,TRUE,11/9/20 16:52,R_4PxX5wKaKAoYdaN,,,,,21.39079285,-157.933197,anonymous,EN,I have not used Online grocery shopping before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/20 17:25,11/9/20 17:31,IP Address,74.130.41.249,100,345,TRUE,11/9/20 17:31,R_2wTZ8jX7guNXokM,,,,,38.17739868,-85.52089691,anonymous,EN,I have used Online grocery shopping before,31,Female,Master's degree,"$50,000 - $100,000",Employed full time,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Disagree,Disagree,Somewhat agree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree
11/9/20 17:32,11/9/20 17:32,IP Address,72.180.18.133,100,19,TRUE,11/9/20 17:32,R_278nuLltsR7UVi4,,,,,33.01759338,-96.99259949,anonymous,EN,I have not used Online grocery shopping before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/20 17:32,11/9/20 17:32,Spam,72.180.18.133,100,17,TRUE,11/9/20 17:32,R_3pbEJ8IpkjDS5If,,,,,33.01759338,-96.99259949,anonymous,EN,I have not used Online grocery shopping before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/20 17:02,11/9/20 17:53,IP Address,172.58.236.51,100,3068,TRUE,11/9/20 17:53,R_2fpS9HSoOeamTLU,,,,,40.76409912,-74.16539764,anonymous,EN,I have used Online grocery shopping before,37,Female,Master's degree,"$25,000 - $50,000",Employed part time,Agree,Somewhat agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree
11/9/20 15:59,11/9/20 18:24,IP Address,98.156.217.129,100,8728,TRUE,11/9/20 18:24,R_1pnyNw8WuIkVulF,,,,,32.91029358,-96.728302,anonymous,EN,I have used Online grocery shopping before,36,Female,Master's degree,"Less than $25,000",Unemployed not looking for work,Agree,Strongly agree,Agree,Somewhat agree,Neither agree nor disagree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11/9/20 22:40,11/9/20 22:45,IP Address,66.68.199.57,100,319,TRUE,11/9/20 22:45,R_3LaGZ3SYdttEiNz,,,,,33.18539429,-96.13040161,anonymous,EN,I have used Online grocery shopping before,26,Female,Master's degree,"Less than $25,000",Student,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Agree
11/9/20 23:26,11/9/20 23:26,IP Address,24.160.30.161,100,37,TRUE,11/9/20 23:26,R_1mxcHIw64P6iIM3,,,,,26.16499329,-97.98919678,anonymous,EN,I have not used Online grocery shopping before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/20 23:17,11/9/20 23:44,IP Address,23.120.213.252,100,1630,TRUE,11/9/20 23:44,R_OCeksmRqsZwbNf3,,,,,32.85479736,-97.08190155,anonymous,EN,I have used Online grocery shopping before,28,Male,Master's degree,"$25,000 - $50,000",Unemployed looking for work,Somewhat agree,Disagree,Somewhat agree,Somewhat disagree,Disagree,Somewhat agree,Somewhat disagree,Disagree,Disagree,Somewhat agree,Somewhat agree,Disagree,Disagree,Disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Disagree,Disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Disagree,Disagree
11/10/20 5:43,11/10/20 6:02,IP Address,47.42.104.36,100,1110,TRUE,11/10/20 6:02,R_AAiMRcLLECcJooF,,,,,32.94749451,-96.44069672,anonymous,EN,I have used Online grocery shopping before,40,Female,Master's degree,"$100,000 - $200,000",Employed part time,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Agree,Strongly disagree,Agree,Somewhat disagree,Somewhat agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree
11/10/20 6:50,11/10/20 6:52,IP Address,73.46.185.210,100,117,TRUE,11/10/20 6:52,R_1gTT47JkKMECRx0,,,,,25.7592926,-80.35510254,anonymous,EN,I have not used Online grocery shopping before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/20 6:52,11/10/20 6:52,Spam,73.46.185.210,100,35,TRUE,11/10/20 6:52,R_yykDDBkoA6osptD,,,,,25.7592926,-80.35510254,anonymous,EN,I have not used Online grocery shopping before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/20 7:26,11/10/20 7:27,IP Address,23.227.143.82,100,72,TRUE,11/10/20 7:27,R_1r3tMVe9N5FIi8P,,,,,40.55110168,-74.46060181,anonymous,EN,I have not used Online grocery shopping before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/20 7:30,11/10/20 7:35,IP Address,207.70.183.91,100,316,TRUE,11/10/20 7:35,R_1rO1eyiE7gnpndY,,,,,30.32170105,-95.52850342,anonymous,EN,I have used Online grocery shopping before,30,Female,4 year degree,"$50,000 - $100,000",Employed full time,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Somewhat disagree
11/10/20 7:52,11/10/20 7:52,IP Address,76.31.18.46,100,19,TRUE,11/10/20 7:52,R_2pXqhOEjmNsJe9B,,,,,29.83230591,-95.73600006,anonymous,EN,I have not used Online grocery shopping before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/20 7:40,11/10/20 7:56,IP Address,98.156.147.2,100,987,TRUE,11/10/20 7:56,R_3JKf68K27FwLlZL,,,,,32.9992981,-96.83460236,anonymous,EN,I have used Online grocery shopping before,25,Female,4 year degree,"Less than $25,000",Student,Agree,Agree,Strongly agree,Disagree,Disagree,Agree,Somewhat agree,Agree,Strongly agree,Agree,Agree,Disagree,Somewhat disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Somewhat agree
11/10/20 8:11,11/10/20 8:21,IP Address,107.77.203.66,100,623,TRUE,11/10/20 8:21,R_2AF0r1l6u8kVnQ1,,,,,38.83050537,-77.10140228,anonymous,EN,I have used Online grocery shopping before,50,Male,4 year degree,Prefer not to say,Employed full time,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Disagree,Strongly agree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree
11/10/20 8:16,11/10/20 8:22,IP Address,72.181.202.216,100,328,TRUE,11/10/20 8:22,R_1ghcDnTge2n8Soe,,,,,32.79899597,-96.95600128,anonymous,EN,I have used Online grocery shopping before,34,Female,Master's degree,"$50,000 - $100,000",Employed full time,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Disagree,Disagree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree
11/10/20 8:36,11/10/20 8:36,IP Address,199.96.245.164,100,19,TRUE,11/10/20 8:36,R_1nOccPRrDFyPCpH,,,,,32.51319885,-95.90720367,anonymous,EN,I have not used Online grocery shopping before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/20 8:40,11/10/20 8:41,IP Address,69.159.78.54,100,54,TRUE,11/10/20 8:41,R_1mE3kCbdEAfc52E,,,,,45.35079956,-75.82330322,anonymous,EN,I have not used Online grocery shopping before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/20 8:55,11/10/20 8:55,IP Address,73.46.185.210,100,9,TRUE,11/10/20 8:55,R_3Gfjv4e5pIScaPy,,,,,25.7592926,-80.35510254,anonymous,EN,I have not used Online grocery shopping before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/20 9:25,11/10/20 9:31,IP Address,72.190.100.225,100,367,TRUE,11/10/20 9:31,R_1QnqlrPpnkdDPSo,,,,,32.91029358,-96.728302,anonymous,EN,I have used Online grocery shopping before,25,Female,Master's degree,"$50,000 - $100,000",Employed full time,Somewhat agree,Strongly agree,Strongly agree,Agree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Somewhat disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree
11/10/20 9:26,11/10/20 9:38,IP Address,73.136.116.226,100,723,TRUE,11/10/20 9:38,R_25GvixzidrEtQvi,,,,,29.57200623,-95.54000092,anonymous,EN,I have used Online grocery shopping before,38,Female,Master's degree,"$100,000 - $200,000",Employed full time,Strongly agree,Agree,Strongly agree,Somewhat agree,Somewhat disagree,Agree,Somewhat disagree,Somewhat disagree,Disagree,Strongly agree,Strongly agree,Agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Disagree,Disagree,Disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Disagree
11/10/20 9:45,11/10/20 9:49,IP Address,76.184.167.228,100,232,TRUE,11/10/20 9:49,R_xbwDbnmnnl5Ez4Z,,,,,33.10470581,-96.09269714,anonymous,EN,I have used Online grocery shopping before,27,Male,Master's degree,"Less than $25,000",Employed part time,Strongly agree,Strongly agree,Somewhat agree,Agree,Disagree,Neither agree nor disagree,Agree,Agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Disagree,Agree,Agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly agree
11/10/20 10:04,11/10/20 10:13,IP Address,70.120.119.72,100,553,TRUE,11/10/20 10:13,R_8v6TO1g21QeEQGl,,,,,32.96099854,-96.98410034,anonymous,EN,I have used Online grocery shopping before,29,Female,Master's degree,Prefer not to say,Student,Agree,Agree,Strongly agree,Somewhat disagree,Disagree,Somewhat agree,Somewhat disagree,Agree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Agree,Somewhat agree
11/10/20 10:21,11/10/20 10:21,IP Address,68.232.25.51,100,20,TRUE,11/10/20 10:21,R_2U8W8Lb3EmOTq6q,,,,,33.24339294,-95.91100311,anonymous,EN,I have not used Online grocery shopping before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/20 10:23,11/10/20 10:28,IP Address,47.209.212.132,100,310,TRUE,11/10/20 10:28,R_2VRb850rfJ3jvWJ,,,,,32.01620483,-102.1514969,anonymous,EN,I have used Online grocery shopping before,46,Female,4 year degree,"Less than $25,000",Employed full time,Agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
11/10/20 10:38,11/10/20 10:44,IP Address,47.187.246.178,100,340,TRUE,11/10/20 10:44,R_V2mAjvJBfcCZ9NT,,,,,32.90390015,-96.54579926,anonymous,EN,I have used Online grocery shopping before,52,Male,4 year degree,"$100,000 - $200,000",Unemployed looking for work,Strongly agree,Agree,Somewhat agree,Agree,Agree,Strongly agree,Somewhat agree,Agree,Agree,Somewhat disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Somewhat disagree,Disagree,Somewhat disagree,Agree
11/10/20 10:44,11/10/20 10:48,IP Address,73.137.71.38,100,267,TRUE,11/10/20 10:48,R_bsANdVJS1XsJvMt,,,,,34.20150757,-84.42220306,anonymous,EN,I have used Online grocery shopping before,37,Male,4 year degree,"$100,000 - $200,000",Employed full time,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree
11/10/20 11:50,11/10/20 11:51,IP Address,98.162.216.226,100,34,TRUE,11/10/20 11:51,R_1F9QfuSA6JUzuqa,,,,,35.62109375,-97.47570038,anonymous,EN,I have not used Online grocery shopping before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/20 12:29,11/3/20 12:29,IP Address,129.205.113.245,3,20,FALSE,11/10/20 12:29,R_1fcR9p0A2Fc188n,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/20 13:07,11/10/20 13:11,IP Address,102.89.0.49,100,219,TRUE,11/10/20 13:11,R_3R40OV7I5s3agSy,,,,,6.447402954,3.390304565,anonymous,EN,I have not used Online grocery shopping before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/20 13:06,11/3/20 13:13,IP Address,172.58.62.179,20,401,FALSE,11/10/20 13:13,R_0olhyHTa4UGKrZf,,,,,,,anonymous,EN,I have used Online grocery shopping before,40,Male,Master's degree,Prefer not to say,Employed part time,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/20 13:17,11/10/20 13:29,IP Address,98.156.217.129,100,721,TRUE,11/10/20 13:29,R_QlyhLgxQ39098gp,,,,,32.91029358,-96.728302,anonymous,EN,I have used Online grocery shopping before,43,Male,Master's degree,"$50,000 - $100,000",Employed full time,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree
11/3/20 13:50,11/3/20 13:51,IP Address,172.58.109.131,20,83,FALSE,11/10/20 13:51,R_1M5GFkrO75cXr5W,,,,,,,anonymous,EN,I have used Online grocery shopping before,38,Male,Master's degree,Prefer not to say,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/20 13:36,11/10/20 14:14,IP Address,50.239.216.94,100,2281,TRUE,11/10/20 14:14,R_6YvDFavKb9Dv1GF,,,,,39.9552002,-76.66529846,anonymous,EN,I have used Online grocery shopping before,54,Female,Master's degree,Prefer not to say,Retired,Somewhat agree,Somewhat agree,Agree,Strongly disagree,Disagree,Disagree,Somewhat disagree,Disagree,Agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Strongly agree,Neither agree nor disagree,Agree,Somewhat disagree,Agree,Agree,Neither agree nor disagree
11/10/20 15:10,11/10/20 15:16,IP Address,170.48.19.245,100,367,TRUE,11/10/20 15:16,R_3iqI1gY96Y4z51A,,,,,41.53819275,-72.80079651,anonymous,EN,I have used Online grocery shopping before,32,Female,4 year degree,"$50,000 - $100,000",Employed full time,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Agree
11/3/20 15:57,11/3/20 15:58,IP Address,102.89.0.225,3,25,FALSE,11/10/20 15:58,R_1n7REMo6mF9IYzI,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/20 15:58,11/10/20 15:59,IP Address,75.28.17.188,100,25,TRUE,11/10/20 15:59,R_3qkQ4wocTE2jNxB,,,,,33.19760132,-96.61779785,anonymous,EN,I have not used Online grocery shopping before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/20 15:59,11/10/20 16:16,IP Address,75.28.17.188,100,1021,TRUE,11/10/20 16:16,R_21pMtaNgLfLBkP6,,,,,33.19760132,-96.61779785,anonymous,EN,I have used Online grocery shopping before,40,Female,4 year degree,"$50,000 - $100,000",Employed full time,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Disagree,Strongly agree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Agree,Strongly agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree
11/10/20 18:25,11/10/20 18:32,IP Address,72.182.208.35,100,406,TRUE,11/10/20 18:32,R_BzWWe7vVGtYEjpT,,,,,32.84890747,-96.96669769,anonymous,EN,I have used Online grocery shopping before,24,Male,4 year degree,"$25,000 - $50,000",Employed full time,Agree,Strongly agree,Neither agree nor disagree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Agree,Disagree,Somewhat disagree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Agree,Agree
11/10/20 18:53,11/10/20 18:54,IP Address,70.123.110.49,100,17,TRUE,11/10/20 18:54,R_2qk2okAAxnsGael,,,,,32.83099365,-96.76920319,anonymous,EN,I have not used Online grocery shopping before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/20 19:36,11/10/20 19:43,IP Address,183.83.143.60,100,410,TRUE,11/10/20 19:43,R_3GffezkLZWbYKXn,,,,,17.38400269,78.45639038,anonymous,EN,I have used Online grocery shopping before,30,Male,Master's degree,"$25,000 - $50,000",Employed part time,Strongly agree,Agree,Strongly agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree
11/10/20 20:17,11/10/20 20:23,IP Address,52.128.53.251,100,356,TRUE,11/10/20 20:23,R_1dH5hHW71RRBc2y,,,,,32.96580505,-97.68659973,anonymous,EN,I have used Online grocery shopping before,23,Male,4 year degree,"$50,000 - $100,000",Student,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Agree,Strongly agree,Agree,Agree,Somewhat agree,Agree,Strongly agree,Somewhat disagree,Agree,Somewhat agree,Strongly agree,Agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Disagree
11/10/20 21:40,11/10/20 21:41,IP Address,47.187.36.227,100,34,TRUE,11/10/20 21:41,R_3HIkUrEl30VWYAr,,,,,32.84890747,-96.96669769,anonymous,EN,I have not used Online grocery shopping before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/20 5:46,11/11/20 5:46,IP Address,97.99.16.83,100,7,TRUE,11/11/20 5:46,R_1GV9WqdYXjry7aX,,,,,32.95030212,-96.81900024,anonymous,EN,I have not used Online grocery shopping before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/20 6:34,11/11/20 6:35,IP Address,4.17.94.147,100,42,TRUE,11/11/20 6:35,R_3kAfNC4Sw0I2BsH,,,,,29.89729309,-95.64630127,anonymous,EN,I have not used Online grocery shopping before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/20 9:19,11/11/20 9:19,IP Address,50.193.164.241,100,36,TRUE,11/11/20 9:19,R_3Gf6NOXbhphAtkO,,,,,30.12229919,-81.36270142,anonymous,EN,I have not used Online grocery shopping before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/20 9:04,11/4/20 9:28,IP Address,49.32.30.86,6,1420,FALSE,11/11/20 9:28,R_V4HxrKuJp4F5eiR,,,,,,,anonymous,EN,I have used Online grocery shopping before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/20 11:19,11/11/20 11:20,IP Address,172.58.190.165,100,67,TRUE,11/11/20 11:20,R_2738CsYbF2F8rnT,,,,,38.84230042,-77.05930328,anonymous,EN,I have not used Online grocery shopping before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
